author	essay_title	essay_text
Korean	이익주 용비어천가 조선왕 	무신난으로 권력을 잡았던 이의방은 권력 투쟁에서 패배하여 정중부에게 죽임을 당했다. 하지만 이린은 그에 연좌되지 않고 중앙 관인의지위를 그대로 유지하였던 것으로 보인다. 「이자춘신도비문」에 이린의아들 양무의 관직이 장군으로 나타나고, 상장군 이강제(李康 濟)의 딸과결혼했다고 되어 있는 점으로부터 이러한 추측이 가능하다. 이린의 이름은 조선 전기에 만들어진『문화유씨가정보(文化柳氏嘉靖譜)』에서도 발견된다. 그에 따르면 이린은 유택(柳禪)의 처부였고{20}, 1258 년(고종 45)에 정변을 일으켜 최씨정권을 붕괴시키는 데 결정적인 역할을 한 유경(柳璥)의 외조부가 된다. 이 사실은 이린의 처부인 문극겸이 유경의 외증조라고 한 다른 기록에서 재확인된다.{21} 이처럼 이린 대에 이 가문은문극겸, 유택 등 당대의 대표적인 문신들과 혼인하여 사회적 지위를한껏 높였다고 할 수 있다.
Korean	이익주 용비어천가 조선왕 	그런데『태조실록』총서에는 이양무의 아들인 이인사가 20 여 세가될 때까지 전주에 살고 있었던 것으로 되어 있다. 그렇다면 이 가문은이린의 아들인 이양무 대에 전주로 낙향했던 것으로 보이는데, 그 이유는 알 수 없다. 전주로 낙향한 뒤에는 전주 지방의 재지사족(在地 士族)으로서, 토호(土豪)로 행세하였을 것이다.
Korean	이익주 용비어천가 조선왕 	3. 목조~환조에 대한 기록이안사(목조)부터 이자춘(환조)까지 4 대에 대한 기록은 「이자춘신도비문」을 비롯하여 「정릉신도비문」, 「건원릉신도비문」,「태조실록」총서, 그리고 「용비어천가」 등에서 산견되는데, 혼인관계와 계보 등은 큰 차이가 없다. 이 기록들을 토대로 하여 이안사 이후 이성계까지의 계보를 정리하면 그림2와 같다.
Korean	이익주 용비어천가 조선왕 	이성계의 고조인 이안사는 몽골에 항복하여 쌍성총관부에 들어가 살았고, 그로부터 이자춘이 고려로 돌아올 때까지 약 100 년 동안 이 가문은 쌍성총관부를 배경으로 고려와 대립하는 입장에 있었다. 따라서 건국 후 조선 왕실로서는 어떻게든 그에 대한 변명을 해야 할 상황이었고, 그것 때문에 이안사 이후 4대의 행적을 기록하면서 여러 가지 고민을 하였을 것이다. 이 점을 염두에 두면서, 이안사부터 이자춘까지 4 대에 대한 조선 전기 기록의 변화 과정을 살펴보고자 한다.
Korean	이익주 용비어천가 조선왕 	1) 이안사(목조)에 대한 기록고려 말에 이색이 지은 「이자춘신도비문」에는 이안사가 몽골로 들어가는 과정이 다음과 같이 기록되어 있다.
Korean	이익주 용비어천가 조선왕 	(이안사가) 일찍이 의주(宜州)의 수령이 되어서 여진 정사를 하였다. 인척 관계로 강릉부의 삼척현에 이거(移居)하였으니, 대개 그곳의 풍속을 좋아했기 때문이다. 어떤 사건 때문에 지현(知縣)의 뜻에 거슬리게 되었다. 지현이 해치려고 꾀하는 것을 어떤 사람이 공에게 알리니, 공이 가족을 이끌고 몽고씨(蒙古氏)에게 달아났다. 몽고씨가 그를 남경(南京)에 살게 하고 5천호소(千戶所)의 다루가치로 삼았다.
Korean	이익주 용비어천가 조선왕 	이 기록에 따르면 이안사는 처음에 의주의 수령이었고, 그곳에서 삼척으로 그곳의 풍속을 좋아했기 때문에 옮겼으며, 삼척에서 어떤 사건으로 지방관과 대립하게 되어 어쩔 수 없이 몽골로 들어가 다루가치가 되었다고 되어 있다. 그러나 같은 사건에 대한 「 용비어천가」의 기록은 좀 다르다.「용비어천가」에는 제3장 “우리 시조가 경흥(慶興)에 사서 왕업(王業)을 여시니에 대한 주해(註解)에서 이안사가 본관인 전주를 떠나 몽골에 항복해 들어가는 과정이 다음과 같이 서술되어 있다.{22}
Korean	이익주 용비어천가 조선왕 	처음에 목조가 전주에 살았다. 관가의 기생 일로 지주(知州)와 틈이 벌어졌 다. 지주가 모해(謀害)를 하여 목조는 강원도 삼척현(三陟縣)으로 옮겨가 살 았다. 백성 가운데 따라서 옮기려고 한 집이 170 여 가구가 되었다. 후에 새로 인렴사(按廉使)가 있는데 목조와 오래된 협의가 있었다. 목조는 장차 그 가 온다는 말을 듣고 가족을 끌고 바다로 해서 함길도 덕원부(德源府)에 이르 러 살았다. 170 여 가구가 또 모두 따라갔다. 이미 천하가 원나라에 돌아갔 다. 알동(斡東) 지방으로 옮겨갔다. 원나라는 목조를 5 천호의 다루가치로 삼 았다. 동북 사람들이 모두 마음속으로부터 불쫓았다. 왕업이 일어난 것은 이 로부터 시작되었다.
Korean	이익주 용비어천가 조선왕 	그리고 위 주해에 대한 협주(夾註)에서 좀 더 자세한 설명을 덧붙였다.
Korean	이익주 용비어천가 조선왕 	이때 산성별감(山城別監)이 전주에 와서 목조가 사랑하는 기생을 데려갔으므로 인하여 틈이 생겼다. 지주는 목조에게 화를 내고 목조도 말로 지주를 범 했다. 지주가 조정에 알리고 군대를 내어 도모하려고 하였다. 목조가 이를 알고 떠나 옮겼다.
Korean	이익주 용비어천가 조선왕 	이에 따르면 이안사는 전주에서 사랑하는 기생의 일로 지방관과 불 화를 일으켜 그 때문에 삼척으로 옮겼고, 그곳에서 다시 덕원에 갔다가 원나라 영토인 알동으로 들어가 다루가치가 된 것이었다.
Korean	이익주 용비어천가 조선왕 	이안사에 대한 기록은 「이자춘신도비문」과 「용비어천가」가 서로 다르게 되어 있는데, 태종 때 지어진『태조실록』총서에는 「용비어천가」의 것과 같은 내용이 좀 더 자세하게 실려 있다. 다음 기록이 그것이다.
Korean	이익주 용비어천가 조선왕 	(목조가) 처음에 전주에 있었는데, 그때 나이 20 여 세로 용맹과 지략이 남보다 뛰어났다. 산성별감이 객관에 들어왔을 때 관기 사건으로 인하여 주관(州官)과 틈이 생겼다. 주관이 안렴사와 함께 의논하여 위에 알리고 군사를 내어 도모하려 하자, 목조가 이 소식을 듣고 강릉도의 삼척현으로 옮겨가서 거주하니, 백성들이 자원하여 따라서 이사한 사람이 170 여 가(家)나 되었다. 일찍이 배 15 척을 만들어 왜구를 방비했는데, 조금 후 원나라 야골대왕(也窟大王)이 군사를 거느리고 여러 고을을 침략하니, 목조는 두타산성을 지켜서 난리를 피하였다. 때마침 전일의 산성별감이 새로 안렴사에 임명되어 장차 이르려고 하니, 목조는 화가 미칠까 두려워 가족을 거느리고 바다로 배를 타고 동북면의 의주에 이르러 살았는데, 백성 170 여 호(戶)가 또 따라갔고,동북의 백성들이 진심으로 사모하여 좇는 사람들이 많았다. 이에 고려에서 는 목조를 의주병마사로 삼아 고원(高原)을 지켜 원나라 군사를 방어하게 하였다. 이때 쌍성 이복 지방이 개원로(開元路)에 소속되었고, 원나라 산길대왕(散吉大王)이 와서 쌍성에 둔치고 있으면서 철령 이복 지방을 취하려고 하여 사람을 두 번이나 보내 목조에게 행복하기를 청하니, 목조는 마지못하여 김보노(金甫奴) 등 천여 호(戶)를 거느리고 행복하였다. [...] 마침내 개원로 남경(南京)의 알동에 이르러 거주하였다. 이때가 송나라 이종(理宗) 보우(寶祐)2 년(1254), 원나라 현종(憲宗) 4 년, 고려 고종(高宗) 41 년 갑인이었다. 명년 음묘(1255)에 산길이 이 사실을 원나라 황제에게 알리니, 원나라에서 알동천호소를 세우고 금패(金牌)를 내려주어 남경등처오천호소(南京 等處五千戶所)의 수천호(首千戶)로 삼고, 다루가치를 겸하게 하였다.
Korean	이익주 용비어천가 조선왕 	즉, 이안사가 20세까지 전주에 살고 있었고, 관기의 일로 산성별감과 다투었으며, 그 때문에 지주가 조정에 보고하고 군사를 내어 처벌하려 하자 삼척으로 도망해 들어갔고, 170 여 가가 그를 따라갔다는 것이다. 이어서 이안사가 삼척에서 몽골에 항복하고 쌍성총관부로 들어가는 과정을 서술하였는데, 삼척에 있을 때 몽골군의 공격을 받아 두타산성으로 피신해 있던 중 때마침 전주에서 다툼 적이 있는 산성별감이 안렴사가 되어 부임해왔으므로 어쩔 수 없이 바다를 건너 동북면의 의주로 옮기게 되었고, 그곳에서 의주병마사가 되어 몽골과 싸웠으나 결국 몽골에 항복하고 개원로 남경의 알동으로 옮겨 남경등처오천호소의 수천호겸 다루가치에 임명되었다는 것이다. 그리고 이안사가 몽골에 항복한 것이 1254 년(고종 41), 천호에 임명된 것이 1255 년이라고 하여 그 시기를 명시해놓았다. 결국 「용비어천가」의 이안사에 대한 기록은『태조실록』총서의 내용을 요약한 것이라고 할 수 있다.
